1241	-0.177550	0.094775	0.009325	-0.122045	1
0704	0.065570	0.227310	0.114675	0.011271	0
0822	-0.200865	-0.415615	0.622735	-0.071875	1
1082	-0.255950	0.332430	-0.002499	-0.326030	1
0038	0.181445	0.040661	0.081385	0.038814	0
0168	0.051175	0.345050	-0.100310	-0.135625	0
0224	0.232320	0.526630	-0.229260	-0.210300	0
0648	0.188955	0.128810	0.065490	0.028275	0
0326	0.222745	0.124880	0.051565	0.048447	0
0559	0.219230	-0.243970	0.168310	-0.001466	0
0342	-0.059020	0.575465	0.007783	-0.340970	0
1219	-0.272070	0.361815	0.005469	-0.378210	1
0303	0.084245	0.437445	-0.063205	-0.069290	0
1125	-0.087945	-0.323120	0.423865	0.015991	1
0794	-0.114300	-0.272420	0.290195	0.044116	1
0081	0.140165	0.454310	-0.168340	-0.051120	0
0608	0.287280	0.509040	-0.239285	-0.216830	0
0539	0.036126	-0.002691	0.283515	-0.067545	0
0256	0.207125	-0.183960	0.191405	0.081485	0
0237	-0.066370	0.474900	0.122040	-0.263445	0
1210	-0.034539	-0.025039	-0.017709	0.023749	1
0109	0.155300	0.477070	-0.212680	-0.200150	0
0049	0.195510	0.303250	-0.122670	-0.034117	0
1110	-0.020429	0.154885	-0.148035	-0.134460	1
1339	0.079050	0.043455	-0.115690	0.041206	1
1127	-0.167910	-0.362020	0.572095	-0.028557	1
0337	0.198300	0.196065	0.035287	0.016831	0
0187	0.162925	-0.223070	0.190120	-0.007544	0
1260	-0.091935	-0.315050	0.282530	0.009784	1
0004	0.172830	0.476140	-0.200560	-0.179720	0
0427	-0.076110	0.542045	0.139135	-0.204870	0
0020	0.262115	0.551360	-0.217650	-0.205065	0
0939	-0.218865	-0.275835	0.546950	-0.020410	1
1052	-0.188735	0.125810	0.041671	-0.015497	1
0260	0.151645	0.114740	0.105675	0.017542	0
0963	-0.090380	-0.440655	0.435430	-0.010841	1
1183	-0.252385	-0.290115	0.562200	-0.019505	1
0597	0.032749	0.259075	0.053365	-0.021057	0
1116	-0.014929	0.123845	-0.147560	-0.033083	1
0092	0.203160	0.179200	0.036273	0.019741	0
0410	0.032148	0.355090	0.017465	-0.020669	0
0182	-0.005892	-0.078945	0.401500	-0.001402	0
0311	0.201075	-0.135020	0.124785	0.018318	0
0310	0.212390	0.384780	-0.138480	-0.053835	0
1109	0.072505	0.180335	-0.202785	-0.079830	1
1323	-0.048663	-0.320840	0.280130	0.051615	1
0061	0.144400	0.022348	0.229535	-0.012199	0
0576	0.130520	0.400405	-0.011796	-0.088040	0
0758	0.133030	0.158405	0.098095	0.009331	0
1315	-0.175300	-0.628335	0.758030	-0.037608	1
0249	0.018990	0.035490	0.037860	-0.022220	0
0522	0.040678	0.457830	-0.107460	-0.209070	0
1308	-0.132030	-0.220795	0.299150	-0.006962	1
0447	0.122635	0.148265	0.010011	-0.002824	0
0730	-0.047962	0.004552	0.311020	-0.074140	0
1370	-0.187515	-0.672930	0.879660	-0.138855	1
1044	-0.135140	0.081635	0.041799	-0.004570	1
0760	0.000864	0.434650	0.069945	-0.198340	0
0376	0.029418	0.538635	-0.069420	-0.216380	0
1122	-0.233825	-0.283180	0.548450	-0.016725	1
1006	-0.144950	-0.030212	0.130225	0.068880	1
1160	-0.128250	-0.289495	0.300610	0.002348	1
0991	-0.228850	0.172575	0.033360	-0.047371	1
1332	0.011216	-0.026074	-0.020193	0.060085	1
0799	-0.274505	0.455240	-0.019379	-0.298815	1
1084	-0.034940	-0.168855	0.206055	0.075215	1
0481	0.047366	-0.028557	0.359515	-0.033794	0
1077	-0.027678	-0.396165	0.335780	0.037197	1
0854	-0.156830	0.021106	0.131125	-0.003212	1
0384	0.190585	0.507285	-0.202315	-0.228145	0
0495	0.128490	-0.220380	0.299280	0.003900	0
0922	-0.144165	0.088565	0.034473	-0.023190	1
0863	-0.062120	-0.085875	-0.026277	-0.010518	1
0425	0.097145	0.319805	0.004612	0.029051	0
1067	-0.131430	0.009001	0.089780	0.048641	1
0312	0.251485	-0.248520	0.175125	-0.011876	0
0694	0.077390	0.459070	-0.081630	-0.086875	0
1069	0.015902	-0.049663	0.054735	0.044310	1
1088	0.025900	0.012933	-0.042043	0.048059	1
0302	0.148595	0.341845	-0.013510	0.035646	0
0650	-0.019194	-0.052355	0.402570	0.024784	0
0497	0.168780	-0.204755	0.218350	0.053490	0
0983	-0.175900	0.143815	0.007740	-0.060430	1
0895	-0.091955	-0.454415	0.462080	-0.005216	1
0532	0.167915	0.517835	-0.186505	-0.184955	0
0102	0.227985	-0.121055	0.132065	0.080840	0
0585	0.016783	0.341845	0.034859	-0.027846	0
0886	0.001511	-0.052560	0.070120	0.038685	1
0281	0.010489	-0.023073	0.386335	0.045473	0
0089	0.205985	-0.139780	0.103535	0.033706	0
0642	0.047113	0.292805	0.093810	-0.016272	0
0687	0.038082	0.291045	0.059795	-0.032307	0
0834	-0.141335	-0.452035	0.453470	-0.049117	1
0919	0.119585	0.227825	-0.249440	-0.144935	1
1049	-0.042355	0.156645	-0.150560	-0.146940	1
1187	-0.212200	-0.653170	0.855580	-0.140085	1
1190	-0.124705	0.177235	-0.068605	-0.142415	1
0825	-0.021470	-0.007347	0.002213	-0.007803	1
0454	0.178805	0.488765	-0.198975	-0.173190	0
1004	-0.191015	-0.652755	0.847915	-0.115260	1
1299	-0.048035	0.134815	-0.156130	-0.065605	1
0783	-0.017405	-0.019348	-0.023921	0.031314	1
0504	0.246470	0.013864	0.010396	0.016831	0
0993	-0.073905	0.007139	-0.058110	-0.024290	1
0191	0.046485	-0.189855	0.232145	-0.014785	0
0415	0.099090	0.463105	-0.176050	-0.093600	0
0369	0.174925	0.158195	0.011339	-0.008255	0
0160	0.067830	0.211790	0.106705	0.016055	0
0513	0.133240	0.537700	-0.169970	-0.208425	0
0202	0.200130	-0.179715	0.177865	0.013405	0
0066	0.126835	0.129950	0.104690	0.010043	0
0798	0.040792	0.242000	-0.263065	-0.304115	1
1234	-0.352105	0.460000	0.012967	-0.234160	1
0420	0.097860	-0.255765	0.430635	-0.071485	0
1147	-0.186500	-0.648615	0.649085	-0.134200	1
0112	0.075900	0.284730	0.004741	-0.001337	0
0352	0.025975	-0.163165	0.154475	-0.049245	0
0289	0.022063	0.147435	0.216125	0.035775	0
0530	-0.069425	0.625130	0.034559	-0.377435	0
0429	0.171230	-0.007347	0.040171	0.014568	0
1353	0.074480	0.171440	-0.201545	-0.071295	1
0178	0.182910	0.284320	-0.085785	-0.011876	0
1359	-0.050580	-0.009519	-0.045299	0.000150	1
1046	-0.000745	-0.051215	-0.047012	0.032478	1
0709	0.258655	0.198030	-0.099150	0.020387	0
0990	-0.337630	0.440860	-0.003099	-0.186250	1
1193	-0.220090	-0.646855	0.782795	-0.084030	1
1297	-0.179665	0.011484	0.035630	-0.016660	1
1072	-0.126865	-0.347950	0.440270	0.076445	1
1059	-0.078105	-0.110605	0.212955	0.013986	1
1180	-0.163890	0.090115	0.009025	-0.119655	1
0305	0.118645	0.523630	-0.150435	-0.160065	0
0336	0.173335	-0.203620	0.214410	0.077090	0
0809	-0.151325	-0.003104	0.034302	-0.002759	1
0670	0.218170	0.023176	0.071405	0.101010	0
0698	0.180385	0.342880	-0.058110	0.014116	0
0116	0.126655	0.145675	-0.041100	-0.006122	0
1018	-0.046794	-0.255040	0.226835	0.069330	1
0404	0.154320	-0.129225	0.111545	0.015474	0
0331	0.053035	0.122710	0.125940	-0.008514	0
0946	-0.088485	0.171645	-0.060720	-0.118945	1
0076	0.115330	0.176820	0.028776	0.020969	0
0600	0.196460	-0.145780	0.110645	0.015409	0
0499	0.028530	-0.001240	0.062105	-0.028105	0
0605	-0.132395	0.506870	-0.066550	-0.273535	0
